species_name,genome_file_name,cds_file_name
talaromyces_marneffei,talaromyces_marneffei_genomic.fna,talaromyces_marneffei_cds.fna
parastagonospora_nodorum,parastagonospora_nodorum_genomic.fna,parastagonospora_nodorum_cds.fna
batrachochytrium_dendrobatidis,batrachochytrium_dendrobatidis_genomic.fna,batrachochytrium_dendrobatidis_cds.fna
aspergillus_flavus,aspergillus_flavus_genomic.fna,aspergillus_flavus_cds.fna
puccinia_graminis,puccinia_graminis_genomic.fna,puccinia_graminis_cds.fna
paracoccidioides_brasiliensis,paracoccidioides_brasiliensis_genomic.fna,paracoccidioides_brasiliensis_cds.fna
clavispora_lusitaniae,clavispora_lusitaniae_genomic.fna,clavispora_lusitaniae_cds.fna
debaryomyces_hansenii,debaryomyces_hansenii_genomic.fna,debaryomyces_hansenii_cds.fna
eremothecium_gossypii,eremothecium_gossypii_genomic.fna,eremothecium_gossypii_cds.fna
naumovozyma_castellii,naumovozyma_castellii_genomic.fna,naumovozyma_castellii_cds.fna
aspergillus_terreus,aspergillus_terreus_genomic.fna,aspergillus_terreus_cds.fna
guyanagaster_necrorhizus,guyanagaster_necrorhizus_genomic.fna,guyanagaster_necrorhizus_cds.fna
orbilia_oligospora,orbilia_oligospora_genomic.fna,orbilia_oligospora_cds.fna
fusarium_vanettenii,fusarium_vanettenii_genomic.fna,fusarium_vanettenii_cds.fna
fusarium_odoratissimum,fusarium_odoratissimum_genomic.fna,fusarium_odoratissimum_cds.fna
aaosphaeria_arxii,aaosphaeria_arxii_genomic.fna,aaosphaeria_arxii_cds.fna
dothidotthia_symphoricarpi,dothidotthia_symphoricarpi_genomic.fna,dothidotthia_symphoricarpi_cds.fna
didymella_exigua,didymella_exigua_genomic.fna,didymella_exigua_cds.fna
eremomyces_bilateralis,eremomyces_bilateralis_genomic.fna,eremomyces_bilateralis_cds.fna
thermothielavioides_terrestris,thermothielavioides_terrestris_genomic.fna,thermothielavioides_terrestris_cds.fna
sodiomyces_alkalinus,sodiomyces_alkalinus_genomic.fna,sodiomyces_alkalinus_cds.fna
hyaloscypha_bicolor,hyaloscypha_bicolor_genomic.fna,hyaloscypha_bicolor_cds.fna
yamadazyma_tenuis,yamadazyma_tenuis_genomic.fna,yamadazyma_tenuis_cds.fna
aspergillus_homomorphus,aspergillus_homomorphus_genomic.fna,aspergillus_homomorphus_cds.fna
aspergillus_ibericus,aspergillus_ibericus_genomic.fna,aspergillus_ibericus_cds.fna
aspergillus_costaricensis,aspergillus_costaricensis_genomic.fna,aspergillus_costaricensis_cds.fna
aspergillus_fijiensis,aspergillus_fijiensis_genomic.fna,aspergillus_fijiensis_cds.fna
aspergillus_japonicus,aspergillus_japonicus_genomic.fna,aspergillus_japonicus_cds.fna
aspergillus_aculeatinus,aspergillus_aculeatinus_genomic.fna,aspergillus_aculeatinus_cds.fna
aspergillus_piperis,aspergillus_piperis_genomic.fna,aspergillus_piperis_cds.fna
aspergillus_brunneoviolaceus,aspergillus_brunneoviolaceus_genomic.fna,aspergillus_brunneoviolaceus_cds.fna
aspergillus_uvarum,aspergillus_uvarum_genomic.fna,aspergillus_uvarum_cds.fna
aspergillus_neoniger,aspergillus_neoniger_genomic.fna,aspergillus_neoniger_cds.fna
aspergillus_saccharolyticus,aspergillus_saccharolyticus_genomic.fna,aspergillus_saccharolyticus_cds.fna
aspergillus_vadensis,aspergillus_vadensis_genomic.fna,aspergillus_vadensis_cds.fna
gaeumannomyces_tritici,gaeumannomyces_tritici_genomic.fna,gaeumannomyces_tritici_cds.fna
pseudocercospora_fijiensis,pseudocercospora_fijiensis_genomic.fna,pseudocercospora_fijiensis_cds.fna
blastomyces_gilchristii,blastomyces_gilchristii_genomic.fna,blastomyces_gilchristii_cds.fna
baudoinia_panamericana,baudoinia_panamericana_genomic.fna,baudoinia_panamericana_cds.fna
wallemia_mellicola,wallemia_mellicola_genomic.fna,wallemia_mellicola_cds.fna
amorphotheca_resinae,amorphotheca_resinae_genomic.fna,amorphotheca_resinae_cds.fna
fonsecaea_multimorphosa,fonsecaea_multimorphosa_genomic.fna,fonsecaea_multimorphosa_cds.fna
rhinocladiella_mackenziei,rhinocladiella_mackenziei_genomic.fna,rhinocladiella_mackenziei_cds.fna
cladophialophora_bantiana,cladophialophora_bantiana_genomic.fna,cladophialophora_bantiana_cds.fna
fonsecaea_pedrosoi,fonsecaea_pedrosoi_genomic.fna,fonsecaea_pedrosoi_cds.fna
aureobasidium_subglaciale,aureobasidium_subglaciale_genomic.fna,aureobasidium_subglaciale_cds.fna
aureobasidium_namibiae,aureobasidium_namibiae_genomic.fna,aureobasidium_namibiae_cds.fna
aureobasidium_melanogenum,aureobasidium_melanogenum_genomic.fna,aureobasidium_melanogenum_cds.fna
aspergillus_ruber,aspergillus_ruber_genomic.fna,aspergillus_ruber_cds.fna
kalmanozyma_brasiliensis,kalmanozyma_brasiliensis_genomic.fna,kalmanozyma_brasiliensis_cds.fna
kuraishia_capsulata,kuraishia_capsulata_genomic.fna,kuraishia_capsulata_cds.fna
pseudozyma_flocculosa,pseudozyma_flocculosa_genomic.fna,pseudozyma_flocculosa_cds.fna
penicillium_roqueforti,penicillium_roqueforti_genomic.fna,penicillium_roqueforti_cds.fna
endocarpon_pusillum,endocarpon_pusillum_genomic.fna,endocarpon_pusillum_cds.fna
verticillium_alfalfae,verticillium_alfalfae_genomic.fna,verticillium_alfalfae_cds.fna
metschnikowia_bicuspidata,metschnikowia_bicuspidata_genomic.fna,metschnikowia_bicuspidata_cds.fna
ascoidea_rubescens,ascoidea_rubescens_genomic.fna,ascoidea_rubescens_cds.fna
suhomyces_tanzawaensis,suhomyces_tanzawaensis_genomic.fna,suhomyces_tanzawaensis_cds.fna
trichoderma_asperellum,trichoderma_asperellum_genomic.fna,trichoderma_asperellum_cds.fna
babjeviella_inositovora,babjeviella_inositovora_genomic.fna,babjeviella_inositovora_cds.fna
hyphopichia_burtonii,hyphopichia_burtonii_genomic.fna,hyphopichia_burtonii_cds.fna
zasmidium_cellare,zasmidium_cellare_genomic.fna,zasmidium_cellare_cds.fna
aspergillus_sydowii,aspergillus_sydowii_genomic.fna,aspergillus_sydowii_cds.fna
penicilliopsis_zonata,penicilliopsis_zonata_genomic.fna,penicilliopsis_zonata_cds.fna
aspergillus_versicolor,aspergillus_versicolor_genomic.fna,aspergillus_versicolor_cds.fna
aspergillus_tubingensis,aspergillus_tubingensis_genomic.fna,aspergillus_tubingensis_cds.fna
pseudozyma_hubeiensis,pseudozyma_hubeiensis_genomic.fna,pseudozyma_hubeiensis_cds.fna
aplosporella_prunicola,aplosporella_prunicola_genomic.fna,aplosporella_prunicola_cds.fna
nakaseomyces_delphensis,nakaseomyces_delphensis_genomic.fna,nakaseomyces_delphensis_cds.fna
xylona_heveae,xylona_heveae_genomic.fna,xylona_heveae_cds.fna
cryptococcus_wingfieldii,cryptococcus_wingfieldii_genomic.fna,cryptococcus_wingfieldii_cds.fna
dissoconium_aciculare,dissoconium_aciculare_genomic.fna,dissoconium_aciculare_cds.fna
laetiporus_sulphureus,laetiporus_sulphureus_genomic.fna,laetiporus_sulphureus_cds.fna
umbelopsis_ramanniana,umbelopsis_ramanniana_genomic.fna,umbelopsis_ramanniana_cds.fna
cucurbitaria_berberidis,cucurbitaria_berberidis_genomic.fna,cucurbitaria_berberidis_cds.fna
wallemia_ichthyophaga,wallemia_ichthyophaga_genomic.fna,wallemia_ichthyophaga_cds.fna
aspergillus_glaucus,aspergillus_glaucus_genomic.fna,aspergillus_glaucus_cds.fna
malassezia_sympodialis,malassezia_sympodialis_genomic.fna,malassezia_sympodialis_cds.fna
kwoniella_dejecticola,kwoniella_dejecticola_genomic.fna,kwoniella_dejecticola_cds.fna
kwoniella_bestiolae,kwoniella_bestiolae_genomic.fna,kwoniella_bestiolae_cds.fna
kwoniella_pini,kwoniella_pini_genomic.fna,kwoniella_pini_cds.fna
phaeoacremonium_minimum,phaeoacremonium_minimum_genomic.fna,phaeoacremonium_minimum_cds.fna
cladophialophora_psammophila,cladophialophora_psammophila_genomic.fna,cladophialophora_psammophila_cds.fna
moesziomyces_antarcticus,moesziomyces_antarcticus_genomic.fna,moesziomyces_antarcticus_cds.fna
cladophialophora_carrionii,cladophialophora_carrionii_genomic.fna,cladophialophora_carrionii_cds.fna
metarhizium_brunneum,metarhizium_brunneum_genomic.fna,metarhizium_brunneum_cds.fna
paracoccidioides_lutzii,paracoccidioides_lutzii_genomic.fna,paracoccidioides_lutzii_cds.fna
pestalotiopsis_fici,pestalotiopsis_fici_genomic.fna,pestalotiopsis_fici_cds.fna
cyphellophora_europaea,cyphellophora_europaea_genomic.fna,cyphellophora_europaea_cds.fna
pichia_kudriavzevii,pichia_kudriavzevii_genomic.fna,pichia_kudriavzevii_cds.fna
aspergillus_wentii,aspergillus_wentii_genomic.fna,aspergillus_wentii_cds.fna
vittaforma_corneae,vittaforma_corneae_genomic.fna,vittaforma_corneae_cds.fna
pichia_membranifaciens,pichia_membranifaciens_genomic.fna,pichia_membranifaciens_cds.fna
ogataea_parapolymorpha,ogataea_parapolymorpha_genomic.fna,ogataea_parapolymorpha_cds.fna
fusarium_pseudograminearum,fusarium_pseudograminearum_genomic.fna,fusarium_pseudograminearum_cds.fna
dichomitus_squalens,dichomitus_squalens_genomic.fna,dichomitus_squalens_cds.fna
heterobasidion_irregulare,heterobasidion_irregulare_genomic.fna,heterobasidion_irregulare_cds.fna
exophiala_aquamarina,exophiala_aquamarina_genomic.fna,exophiala_aquamarina_cds.fna
cladophialophora_yegresii,cladophialophora_yegresii_genomic.fna,cladophialophora_yegresii_cds.fna
capronia_epimyces,capronia_epimyces_genomic.fna,capronia_epimyces_cds.fna
capronia_coronata,capronia_coronata_genomic.fna,capronia_coronata_cds.fna
encephalitozoon_romaleae,encephalitozoon_romaleae_genomic.fna,encephalitozoon_romaleae_cds.fna
bipolaris_victoriae,bipolaris_victoriae_genomic.fna,bipolaris_victoriae_cds.fna
bipolaris_zeicola,bipolaris_zeicola_genomic.fna,bipolaris_zeicola_cds.fna
bipolaris_oryzae,bipolaris_oryzae_genomic.fna,bipolaris_oryzae_cds.fna
coniosporium_apollinis,coniosporium_apollinis_genomic.fna,coniosporium_apollinis_cds.fna
metarhizium_robertsii,metarhizium_robertsii_genomic.fna,metarhizium_robertsii_cds.fna
fulvia_fulva,fulvia_fulva_genomic.fna,fulvia_fulva_cds.fna
aspergillus_aculeatus,aspergillus_aculeatus_genomic.fna,aspergillus_aculeatus_cds.fna
kazachstania_naganishii,kazachstania_naganishii_genomic.fna,kazachstania_naganishii_cds.fna
kazachstania_africana,kazachstania_africana_genomic.fna,kazachstania_africana_cds.fna
tetrapisispora_blattae,tetrapisispora_blattae_genomic.fna,tetrapisispora_blattae_cds.fna
tetrapisispora_phaffii,tetrapisispora_phaffii_genomic.fna,tetrapisispora_phaffii_cds.fna
naumovozyma_dairenensis,naumovozyma_dairenensis_genomic.fna,naumovozyma_dairenensis_cds.fna
alternaria_arborescens,alternaria_arborescens_genomic.fna,alternaria_arborescens_cds.fna
cordyceps_fumosorosea,cordyceps_fumosorosea_genomic.fna,cordyceps_fumosorosea_cds.fna
metarhizium_album,metarhizium_album_genomic.fna,metarhizium_album_cds.fna
eremothecium_cymbalariae,eremothecium_cymbalariae_genomic.fna,eremothecium_cymbalariae_cds.fna
encephalitozoon_hellem,encephalitozoon_hellem_genomic.fna,encephalitozoon_hellem_cds.fna
colletotrichum_higginsianum,colletotrichum_higginsianum_genomic.fna,colletotrichum_higginsianum_cds.fna
tremella_mesenterica,tremella_mesenterica_genomic.fna,tremella_mesenterica_cds.fna
saitoella_complicata,saitoella_complicata_genomic.fna,saitoella_complicata_cds.fna
thermothelomyces_thermophilus,thermothelomyces_thermophilus_genomic.fna,thermothelomyces_thermophilus_cds.fna
cordyceps_militaris,cordyceps_militaris_genomic.fna,cordyceps_militaris_cds.fna
gloeophyllum_trabeum,gloeophyllum_trabeum_genomic.fna,gloeophyllum_trabeum_cds.fna
vavraia_culicis,vavraia_culicis_genomic.fna,vavraia_culicis_cds.fna
fomitiporia_mediterranea,fomitiporia_mediterranea_genomic.fna,fomitiporia_mediterranea_cds.fna
trametes_versicolor,trametes_versicolor_genomic.fna,trametes_versicolor_cds.fna
coniophora_puteana,coniophora_puteana_genomic.fna,coniophora_puteana_cds.fna
bipolaris_sorokiniana,bipolaris_sorokiniana_genomic.fna,bipolaris_sorokiniana_cds.fna
spathaspora_passalidarum,spathaspora_passalidarum_genomic.fna,spathaspora_passalidarum_cds.fna
mixia_osmundae,mixia_osmundae_genomic.fna,mixia_osmundae_cds.fna
stereum_hirsutum,stereum_hirsutum_genomic.fna,stereum_hirsutum_cds.fna
punctularia_strigosozonata,punctularia_strigosozonata_genomic.fna,punctularia_strigosozonata_cds.fna
sphaerulina_musiva,sphaerulina_musiva_genomic.fna,sphaerulina_musiva_cds.fna
exophiala_dermatitidis,exophiala_dermatitidis_genomic.fna,exophiala_dermatitidis_cds.fna
thermochaetoides_thermophila,thermochaetoides_thermophila_genomic.fna,thermochaetoides_thermophila_cds.fna
melampsora_laricis_populina,melampsora_laricis_populina_genomic.fna,melampsora_laricis_populina_cds.fna
encephalitozoon_intestinalis,encephalitozoon_intestinalis_genomic.fna,encephalitozoon_intestinalis_cds.fna
metarhizium_acridum,metarhizium_acridum_genomic.fna,metarhizium_acridum_cds.fna
trichoderma_harzianum,trichoderma_harzianum_genomic.fna,trichoderma_harzianum_cds.fna
fusarium_proliferatum,fusarium_proliferatum_genomic.fna,fusarium_proliferatum_cds.fna
grosmannia_clavigera,grosmannia_clavigera_genomic.fna,grosmannia_clavigera_cds.fna
trichophyton_verrucosum,trichophyton_verrucosum_genomic.fna,trichophyton_verrucosum_cds.fna
schizosaccharomyces_cryophilus,schizosaccharomyces_cryophilus_genomic.fna,schizosaccharomyces_cryophilus_cds.fna
sordaria_macrospora,sordaria_macrospora_genomic.fna,sordaria_macrospora_cds.fna
phanerochaete_carnosa,phanerochaete_carnosa_genomic.fna,phanerochaete_carnosa_cds.fna
tuber_melanosporum,tuber_melanosporum_genomic.fna,tuber_melanosporum_cds.fna
colletotrichum_graminicola,colletotrichum_graminicola_genomic.fna,colletotrichum_graminicola_cds.fna
rhodotorula_graminis,rhodotorula_graminis_genomic.fna,rhodotorula_graminis_cds.fna
cryphonectria_parasitica,cryphonectria_parasitica_genomic.fna,cryphonectria_parasitica_cds.fna
nannizzia_gypsea,nannizzia_gypsea_genomic.fna,nannizzia_gypsea_cds.fna
talaromyces_stipitatus,talaromyces_stipitatus_genomic.fna,talaromyces_stipitatus_cds.fna
vanderwaltozyma_polyspora,vanderwaltozyma_polyspora_genomic.fna,vanderwaltozyma_polyspora_cds.fna
pyrenophora_tritici_repentis,pyrenophora_tritici_repentis_genomic.fna,pyrenophora_tritici_repentis_cds.fna
malassezia_restricta,malassezia_restricta_genomic.fna,malassezia_restricta_cds.fna
laccaria_bicolor,laccaria_bicolor_genomic.fna,laccaria_bicolor_cds.fna
phycomyces_blakesleeanus,phycomyces_blakesleeanus_genomic.fna,phycomyces_blakesleeanus_cds.fna
aspergillus_fischeri,aspergillus_fischeri_genomic.fna,aspergillus_fischeri_cds.fna
aspergillus_clavatus,aspergillus_clavatus_genomic.fna,aspergillus_clavatus_cds.fna
fusarium_verticillioides,fusarium_verticillioides_genomic.fna,fusarium_verticillioides_cds.fna
sclerotinia_sclerotiorum,sclerotinia_sclerotiorum_genomic.fna,sclerotinia_sclerotiorum_cds.fna
schizosaccharomyces_japonicus,schizosaccharomyces_japonicus_genomic.fna,schizosaccharomyces_japonicus_cds.fna
schizosaccharomyces_octosporus,schizosaccharomyces_octosporus_genomic.fna,schizosaccharomyces_octosporus_cds.fna
candida_dubliniensis,candida_dubliniensis_genomic.fna,candida_dubliniensis_cds.fna
spizellomyces_punctatus,spizellomyces_punctatus_genomic.fna,spizellomyces_punctatus_cds.fna
scheffersomyces_stipitis,scheffersomyces_stipitis_genomic.fna,scheffersomyces_stipitis_cds.fna
uncinocarpus_reesii,uncinocarpus_reesii_genomic.fna,uncinocarpus_reesii_cds.fna
lodderomyces_elongisporus,lodderomyces_elongisporus_genomic.fna,lodderomyces_elongisporus_cds.fna
chaetomium_globosum,chaetomium_globosum_genomic.fna,chaetomium_globosum_cds.fna
meyerozyma_guilliermondii,meyerozyma_guilliermondii_genomic.fna,meyerozyma_guilliermondii_cds.fna
candida_tropicalis,candida_tropicalis_genomic.fna,candida_tropicalis_cds.fna
lachancea_thermotolerans,lachancea_thermotolerans_genomic.fna,lachancea_thermotolerans_cds.fna
candida_glabrata,candida_glabrata_genomic.fna,candida_glabrata_cds.fna
ustilago_maydis,ustilago_maydis_genomic.fna,ustilago_maydis_cds.fna
saccharomyces_paradoxus,saccharomyces_paradoxus_genomic.fna,saccharomyces_paradoxus_cds.fna
fusarium_graminearum,fusarium_graminearum_genomic.fna,fusarium_graminearum_cds.fna
neurospora_crassa,neurospora_crassa_genomic.fna,neurospora_crassa_cds.fna
aspergillus_nidulans,aspergillus_nidulans_genomic.fna,aspergillus_nidulans_cds.fna
hypoxylon_trugodes,hypoxylon_trugodes_genomic.fna,hypoxylon_trugodes_cds.fna
alternaria_postmessia,alternaria_postmessia_genomic.fna,alternaria_postmessia_cds.fna
nematocida_homosporus,nematocida_homosporus_genomic.fna,nematocida_homosporus_cds.fna
alternaria_infectoria,alternaria_infectoria_genomic.fna,alternaria_infectoria_cds.fna
alternaria_conjuncta,alternaria_conjuncta_genomic.fna,alternaria_conjuncta_cds.fna
alternaria_incomplexa,alternaria_incomplexa_genomic.fna,alternaria_incomplexa_cds.fna
alternaria_arbusti,alternaria_arbusti_genomic.fna,alternaria_arbusti_cds.fna
alternaria_ethzedia,alternaria_ethzedia_genomic.fna,alternaria_ethzedia_cds.fna
alternaria_hordeiaustralica,alternaria_hordeiaustralica_genomic.fna,alternaria_hordeiaustralica_cds.fna
alternaria_novae_zelandiae,alternaria_novae_zelandiae_genomic.fna,alternaria_novae_zelandiae_cds.fna
alternaria_ventricosa,alternaria_ventricosa_genomic.fna,alternaria_ventricosa_cds.fna
alternaria_triticimaculans,alternaria_triticimaculans_genomic.fna,alternaria_triticimaculans_cds.fna
alternaria_viburni,alternaria_viburni_genomic.fna,alternaria_viburni_cds.fna
alternaria_metachromatica,alternaria_metachromatica_genomic.fna,alternaria_metachromatica_cds.fna
candida_margitis,candida_margitis_genomic.fna,candida_margitis_cds.fna
neoarthrinium_moseri,neoarthrinium_moseri_genomic.fna,neoarthrinium_moseri_cds.fna
daldinia_decipiens,daldinia_decipiens_genomic.fna,daldinia_decipiens_cds.fna
daldinia_loculata,daldinia_loculata_genomic.fna,daldinia_loculata_cds.fna
purpureocillium_takamizusanense,purpureocillium_takamizusanense_genomic.fna,purpureocillium_takamizusanense_cds.fna
annulohypoxylon_maeteangense,annulohypoxylon_maeteangense_genomic.fna,annulohypoxylon_maeteangense_cds.fna
daldinia_vernicosa,daldinia_vernicosa_genomic.fna,daldinia_vernicosa_cds.fna
xylaria_bambusicola,xylaria_bambusicola_genomic.fna,xylaria_bambusicola_cds.fna
emericellopsis_cladophorae,emericellopsis_cladophorae_genomic.fna,emericellopsis_cladophorae_cds.fna
histoplasma_mississippiense_nom_inval,histoplasma_mississippiense_nom_inval_genomic.fna,histoplasma_mississippiense_nom_inval_cds.fna
emericellopsis_atlantica,emericellopsis_atlantica_genomic.fna,emericellopsis_atlantica_cds.fna
ogataea_haglerorum,ogataea_haglerorum_genomic.fna,ogataea_haglerorum_cds.fna
marasmius_oreades,marasmius_oreades_genomic.fna,marasmius_oreades_cds.fna
daldinia_caldariorum,daldinia_caldariorum_genomic.fna,daldinia_caldariorum_cds.fna
psilocybe_cubensis,psilocybe_cubensis_genomic.fna,psilocybe_cubensis_cds.fna
kazachstania_barnettii,kazachstania_barnettii_genomic.fna,kazachstania_barnettii_cds.fna
aspergillus_puulaauensis,aspergillus_puulaauensis_genomic.fna,aspergillus_puulaauensis_cds.fna
fusarium_musae,fusarium_musae_genomic.fna,fusarium_musae_cds.fna
fusarium_tjaetaba,fusarium_tjaetaba_genomic.fna,fusarium_tjaetaba_cds.fna
talaromyces_rugulosus,talaromyces_rugulosus_genomic.fna,talaromyces_rugulosus_cds.fna
annulohypoxylon_truncatum,annulohypoxylon_truncatum_genomic.fna,annulohypoxylon_truncatum_cds.fna
alternaria_burnsii,alternaria_burnsii_genomic.fna,alternaria_burnsii_cds.fna
colletotrichum_karsti,colletotrichum_karsti_genomic.fna,colletotrichum_karsti_cds.fna
brettanomyces_nanus,brettanomyces_nanus_genomic.fna,brettanomyces_nanus_cds.fna
mytilinidion_resinicola,mytilinidion_resinicola_genomic.fna,mytilinidion_resinicola_cds.fna
pseudovirgaria_hyperparasitica,pseudovirgaria_hyperparasitica_genomic.fna,pseudovirgaria_hyperparasitica_cds.fna
macroventuria_anomochaeta,macroventuria_anomochaeta_genomic.fna,macroventuria_anomochaeta_cds.fna
neohortaea_acidophila,neohortaea_acidophila_genomic.fna,neohortaea_acidophila_cds.fna
lindgomyces_ingoldianus,lindgomyces_ingoldianus_genomic.fna,lindgomyces_ingoldianus_cds.fna
westerdykella_ornata,westerdykella_ornata_genomic.fna,westerdykella_ornata_cds.fna
trematosphaeria_pertusa,trematosphaeria_pertusa_genomic.fna,trematosphaeria_pertusa_cds.fna
aspergillus_pseudonomiae,aspergillus_pseudonomiae_genomic.fna,aspergillus_pseudonomiae_cds.fna
aspergillus_caelatus,aspergillus_caelatus_genomic.fna,aspergillus_caelatus_cds.fna
aspergillus_pseudotamarii,aspergillus_pseudotamarii_genomic.fna,aspergillus_pseudotamarii_cds.fna
aspergillus_alliaceus,aspergillus_alliaceus_genomic.fna,aspergillus_alliaceus_cds.fna
diutina_rugosa,diutina_rugosa_genomic.fna,diutina_rugosa_cds.fna
daldinia_childiae,daldinia_childiae_genomic.fna,daldinia_childiae_cds.fna
kwoniella_shandongensis,kwoniella_shandongensis_genomic.fna,kwoniella_shandongensis_cds.fna
alternaria_atra,alternaria_atra_genomic.fna,alternaria_atra_cds.fna
synchytrium_microbalum,synchytrium_microbalum_genomic.fna,synchytrium_microbalum_cds.fna
sporisorium_graminicola,sporisorium_graminicola_genomic.fna,sporisorium_graminicola_cds.fna
zygotorulaspora_mrakii,zygotorulaspora_mrakii_genomic.fna,zygotorulaspora_mrakii_cds.fna
morchella_importuna,morchella_importuna_genomic.fna,morchella_importuna_cds.fna
aspergillus_welwitschiae,aspergillus_welwitschiae_genomic.fna,aspergillus_welwitschiae_cds.fna
acaromyces_ingoldii,acaromyces_ingoldii_genomic.fna,acaromyces_ingoldii_cds.fna
tilletiopsis_washingtonensis,tilletiopsis_washingtonensis_genomic.fna,tilletiopsis_washingtonensis_cds.fna
pseudomicrostroma_glucosiphilum,pseudomicrostroma_glucosiphilum_genomic.fna,pseudomicrostroma_glucosiphilum_cds.fna
ceraceosorus_guamensis,ceraceosorus_guamensis_genomic.fna,ceraceosorus_guamensis_cds.fna
meira_miltonrushii,meira_miltonrushii_genomic.fna,meira_miltonrushii_cds.fna
