species_name,genome_file_name,cds_file_name
aspergillus_piperis,aspergillus_piperis_genomic.fna,aspergillus_piperis_cds.fna
aspergillus_brunneoviolaceus,aspergillus_brunneoviolaceus_genomic.fna,aspergillus_brunneoviolaceus_cds.fna
aspergillus_uvarum,aspergillus_uvarum_genomic.fna,aspergillus_uvarum_cds.fna
aspergillus_neoniger,aspergillus_neoniger_genomic.fna,aspergillus_neoniger_cds.fna
aspergillus_saccharolyticus,aspergillus_saccharolyticus_genomic.fna,aspergillus_saccharolyticus_cds.fna
aspergillus_vadensis,aspergillus_vadensis_genomic.fna,aspergillus_vadensis_cds.fna
gaeumannomyces_tritici,gaeumannomyces_tritici_genomic.fna,gaeumannomyces_tritici_cds.fna
pseudocercospora_fijiensis,pseudocercospora_fijiensis_genomic.fna,pseudocercospora_fijiensis_cds.fna
blastomyces_gilchristii,blastomyces_gilchristii_genomic.fna,blastomyces_gilchristii_cds.fna
baudoinia_panamericana,baudoinia_panamericana_genomic.fna,baudoinia_panamericana_cds.fna
wallemia_mellicola,wallemia_mellicola_genomic.fna,wallemia_mellicola_cds.fna
amorphotheca_resinae,amorphotheca_resinae_genomic.fna,amorphotheca_resinae_cds.fna
fonsecaea_multimorphosa,fonsecaea_multimorphosa_genomic.fna,fonsecaea_multimorphosa_cds.fna
rhinocladiella_mackenziei,rhinocladiella_mackenziei_genomic.fna,rhinocladiella_mackenziei_cds.fna
cladophialophora_bantiana,cladophialophora_bantiana_genomic.fna,cladophialophora_bantiana_cds.fna
fonsecaea_pedrosoi,fonsecaea_pedrosoi_genomic.fna,fonsecaea_pedrosoi_cds.fna
aureobasidium_subglaciale,aureobasidium_subglaciale_genomic.fna,aureobasidium_subglaciale_cds.fna
aureobasidium_namibiae,aureobasidium_namibiae_genomic.fna,aureobasidium_namibiae_cds.fna
aureobasidium_melanogenum,aureobasidium_melanogenum_genomic.fna,aureobasidium_melanogenum_cds.fna
aspergillus_ruber,aspergillus_ruber_genomic.fna,aspergillus_ruber_cds.fna
kalmanozyma_brasiliensis,kalmanozyma_brasiliensis_genomic.fna,kalmanozyma_brasiliensis_cds.fna
kuraishia_capsulata,kuraishia_capsulata_genomic.fna,kuraishia_capsulata_cds.fna
pseudozyma_flocculosa,pseudozyma_flocculosa_genomic.fna,pseudozyma_flocculosa_cds.fna
penicillium_roqueforti,penicillium_roqueforti_genomic.fna,penicillium_roqueforti_cds.fna
endocarpon_pusillum,endocarpon_pusillum_genomic.fna,endocarpon_pusillum_cds.fna
verticillium_alfalfae,verticillium_alfalfae_genomic.fna,verticillium_alfalfae_cds.fna
metschnikowia_bicuspidata,metschnikowia_bicuspidata_genomic.fna,metschnikowia_bicuspidata_cds.fna
ascoidea_rubescens,ascoidea_rubescens_genomic.fna,ascoidea_rubescens_cds.fna
suhomyces_tanzawaensis,suhomyces_tanzawaensis_genomic.fna,suhomyces_tanzawaensis_cds.fna
trichoderma_asperellum,trichoderma_asperellum_genomic.fna,trichoderma_asperellum_cds.fna
babjeviella_inositovora,babjeviella_inositovora_genomic.fna,babjeviella_inositovora_cds.fna
hyphopichia_burtonii,hyphopichia_burtonii_genomic.fna,hyphopichia_burtonii_cds.fna
zasmidium_cellare,zasmidium_cellare_genomic.fna,zasmidium_cellare_cds.fna
aspergillus_sydowii,aspergillus_sydowii_genomic.fna,aspergillus_sydowii_cds.fna
penicilliopsis_zonata,penicilliopsis_zonata_genomic.fna,penicilliopsis_zonata_cds.fna
aspergillus_versicolor,aspergillus_versicolor_genomic.fna,aspergillus_versicolor_cds.fna
aspergillus_tubingensis,aspergillus_tubingensis_genomic.fna,aspergillus_tubingensis_cds.fna
